3554154,阿狸,喜欢,故事,绘本,妈妈,童话,时候,相信,没有,狐狸,在于,有点,文字,朋友,世界,感觉,麻雀,可爱,治愈,据说
5916880,故事,喜欢,小说,实在,九州,主线,没有,觉得,有点,结局,女主,文笔,作者,男女,感觉,爱情,知道,语言,男主,情节
4238754,小说,电影,失恋,没有,觉得,直播,喜欢,爱情,知道,看完,时间,结局,故事,还有,时候,不能,看到,读完,结尾,出现
5327697,生活,没有,喜欢,觉得,时候,文字,治愈,营养,装帧,适合,地方,日记,感觉,还有,时间,知道,作者,男人,标点符号,兔子
3506871,故事,小说,爱情,喜欢,女主,男主,觉得,没有,情节,作者,看到,言情,时候,男人,实在,悲剧,书名,名字,有点,结局
1786670,魔幻现实主义,觉得,没有,小说,人物,读完,作品,重读,感觉,现实,名字,世界,南美,时间,想象力,轮回,文字,时候,阅读,喜欢
1054685,文字,思想,杂文,没有,时候,小说,喜欢,有点,中国,知识分子,问题,记得,理性,文章,生活,观点,思维,起来,报以,常识
1082154,活着,没有,电影,小说,觉得,生活,情节,中国,生命,故事,人生,命运,时候,作为,知道,不可,悲剧,能够,希望,有点
25862578,东野,故事,没有,杂货店,解忧,人生,觉得,推理,圭吾,鸡汤,喜欢,结构,温情,时间,人物,治愈,生活,内心,时空,小说
1080309,土司,小说,傻子,故事,历史,少爷,觉得,西藏,感觉,时代,时间,好看,读完,喜欢,知道,有点,女人,汉人,好书,时候
1812439,小说,穿越,女主,电视剧,觉得,没有,四爷,喜欢,故事,结局,结尾,人物,时候,好看,悲剧,原著,历史,文字,有点,作者
10594787,爱情,故事,没有,生活,死亡,觉得,生命,时间,小说,时期,时候,人生,女人,喜欢,超越,翻译,经历,不能,看到,感觉
4242172,世界,作者,精神病,精神病人,故事,觉得,访谈,患者,心理学,时候,猎奇,手记,理解,疯子,小说,精神,相信,有点,物理,感觉
1082387,政治,思想,历史,小说,现实,世界,战争,希望,社会,震撼,无知,人性,力量,预言,读完,仇杀,觉得,大段,国家,群众
3014576,喜欢,没有,文字,生活,日记,觉得,标点符号,标点,时候,作者,装逼,还有,读物,文艺,青春,不会,兔子,男生,感受,治愈
4010196,中国,开复,世界,改变,时候,谷歌,内心,感觉,没有,自传,励志,觉得,教育,人生,老师,背景,看到,工作,经历,看完
1469051,电影,青春,没有,喜欢,时候,看过,觉得,小说,记得,感觉,疼痛,堕胎,故事,算是,好看,出来,同学,对比,爱情,情节
1228110,宗教,科学,密码,电影,喜欢,情节,小说,没有,好看,感觉,信仰,精彩,记得,教皇,个人,故事,有点,世界,作者,反物质
2064977,漫画,时候,没有,开始,死亡,夜神,推理,感觉,看到,觉得,看过,日本,有点,连载,笔记,喜欢,结局,爆漫,作者,设定
5363767,宇宙,科幻,三体,圣母,程心,作者,世界,人类,故事,太阳系,感觉,地球,实在,没有,毁灭,女性,觉得,想象力,时间,选择
1016003,小说,小时候,小学,生存,喜欢,荒岛,生活,觉得,时候,看过,意义,房子,人类,上帝,名著,老师,作死,时代,人生,必读
1013502,时候,革命,小学,记得,没有,喜欢,小时候,名著,觉得,生命,小说,经典,好像,坚持,钢铁,红色,版本,大学,好看,生活
1070851,喜欢,倚天,小说,射雕,人物,女人,情节,起来,算是,没有,故事,男人,男主角,原著,可惜,看完,不可,角色,不到,爱情
2256039,职场,小说,觉得,感觉,东西,时候,有点,作为,好像,适合,爱情,公司,签证,不够,故事,实用性,入门,主人公,没有,出来
3274113,历史,中国,时候,没有,皇帝,觉得,看到,开始,君子,值得,东林,国家,社稷,气节,精彩,制度,人物,政治,时间,朝代
3266344,看到,盗墓,没有,时候,笔记,小哥,觉得,油瓶,录像带,开始,情节,疗养院,不能,小说,世界,有点,悬疑,好看,故事,胖子
1204889,小时候,漫画,喜欢,机器猫,没有,经典,大雄,回忆,梦想,看过,觉得,记忆,记得,房间,想要,时候,结局,抽屉,还有,大家
20427187,觉得,新闻,时候,记者,读完,没有,世界,文字,事件,看见,情感,成长,思考,文艺,看到,生活,客观,方式,煽情,故事
1058661,喜欢,知道,还有,生命,诗歌,诗集,需要,飞鸟集,感觉,天空,没有,冰心,不能,爱情,印度,诗人,世界,句子,仰望,文字
1767945,生活,喜欢,杂文,觉得,设置,小说,观点,共鸣,限度,杂文集,道理,印象,时候,文章,文字,敢于,出来,社会,读书,中国
3211779,石神,东野,没有,数学,小说,推理,觉得,天才,圭吾,情感,感觉,电影,看到,逻辑,可能,结局,故事,无法,爱情,手法
1200840,没有,故事,生活,世界,中国,人物,读完,文字,作者,现实主义,人生,看完,农村,小说,记得,经历,喜欢,看到,有点,价值观
1026425,没有,小说,喜欢,觉得,记得,感觉,时候,大家,文字,看到,围城,代笔,好看,文学,读完,大俗,知道,有点,看过,出来
1358873,月亮,喜欢,忘记,时候,孩子,世界,记得,看不见,大学,存在,繪本,小男孩,黄色,泡沫,漫画,感觉,故事,月光,沒有,失去
1049189,喜欢,小说,青春,时候,作品,抄袭,故事,感觉,好看,呵呵,开始,觉得,内容,時候,年少,我会,女生,文字,看完,事情
1453210,小说,没有,喜欢,时间,讽刺,时候,世界,有点,电影,记得,看到,城池,觉得,思想,结尾,知道,作品,意义,东西,经典
